window,sentence_id,actor,concept,distance,actor_from_coref,sentence_rewritten
buildup_apr,0002_011,USA,military_action,2,False,False
buildup_apr,0002_011,USA,nuclear_program,6,False,False
buildup_apr,0002_011,USA,deterrence,29,False,False
buildup_apr,0002_011,ISRAEL,military_action,0,False,False
buildup_apr,0002_011,ISRAEL,nuclear_program,10,False,False
buildup_apr,0002_011,ISRAEL,deterrence,33,False,False
buildup_apr,0002_012,ARAGHCHI,military_action,39,False,False
buildup_apr,0002_012,ARAGHCHI,nuclear_program,26,False,False
buildup_apr,0002_012,IRAN,military_action,34,False,False
buildup_apr,0002_012,IRAN,nuclear_program,21,False,False
buildup_apr,0002_012,KHAMENEI,military_action,20,False,False
buildup_apr,0002_012,KHAMENEI,nuclear_program,7,False,False
buildup_apr,0002_014,TRUMP,deterrence,0,False,False
buildup_apr,0002_017,TRUMP,nuclear_program,7,False,True
buildup_apr,0002_017,TRUMP,diplomacy,6,False,True
buildup_apr,0002_017,IRAN,nuclear_program,3,False,True
buildup_apr,0002_017,IRAN,diplomacy,10,False,True
buildup_apr,0002_017,UAE,nuclear_program,17,False,True
buildup_apr,0002_017,UAE,diplomacy,2,False,True
buildup_apr,0002_018,TRUMP,diplomacy,5,True,True
buildup_apr,0002_018,IRAN,diplomacy,1,False,True
buildup_apr,0002_019,USA,diplomacy,15,False,True
buildup_apr,0002_019,TRUMP,diplomacy,3,True,True
buildup_apr,0002_019,IRAN,diplomacy,1,False,True
buildup_apr,0002_020,IRAN,deterrence,27,False,True
buildup_apr,0002_020,IRAN,diplomacy,21,False,True
buildup_apr,0002_020,USA,deterrence,10,False,True
buildup_apr,0002_020,USA,diplomacy,4,False,True
buildup_apr,0002_020,OMAN,deterrence,19,False,True
buildup_apr,0002_020,OMAN,diplomacy,13,False,True
buildup_apr,0002_021,ARAGHCHI,deterrence,5,False,True
buildup_apr,0002_023,TRUMP,military_action,2,False,True
buildup_apr,0002_023,TRUMP,nuclear_program,18,False,True
buildup_apr,0002_023,IRAN,military_action,1,False,True
buildup_apr,0002_023,IRAN,nuclear_program,0,False,True
buildup_apr,0002_023,USA,military_action,11,False,True
buildup_apr,0002_023,USA,nuclear_program,2,False,True
buildup_apr,0002_024,IRAN,military_action,5,False,False
buildup_apr,0002_024,IRAN,nuclear_program,2,False,False
buildup_apr,0002_024,IRAN,deterrence,6,False,False
buildup_apr,0002_024,IAEA,military_action,2,False,False
buildup_apr,0002_024,IAEA,nuclear_program,0,False,False
buildup_apr,0002_024,IAEA,deterrence,3,False,False
buildup_apr,0002_024,TRUMP,military_action,0,False,False
buildup_apr,0002_024,TRUMP,nuclear_program,1,False,False
buildup_apr,0002_024,TRUMP,deterrence,1,False,False
buildup_may,0003_000,IRAN,nuclear_program,5,False,False
buildup_may,0003_000,IRAN,deterrence,18,False,False
buildup_may,0003_001,ARAGHCHI,nuclear_program,17,False,False
buildup_may,0003_001,USA,nuclear_program,4,False,False
buildup_may,0003_001,IRAN,nuclear_program,1,False,False
buildup_may,0003_005,USA,nuclear_program,33,False,True
buildup_may,0003_005,IRAN,nuclear_program,5,False,True
buildup_may,0003_005,ARAGHCHI,nuclear_program,2,True,True
buildup_may,0003_006,IRAN,nuclear_program,5,True,True
buildup_may,0003_008,ARAGHCHI,nuclear_program,6,False,False
buildup_may,0003_008,IRAN,nuclear_program,3,False,False
buildup_may,0003_009,ARAGHCHI,nuclear_program,2,True,True
buildup_may,0003_009,IRAN,nuclear_program,4,False,True
buildup_may,0003_010,ISRAEL,military_action,2,False,False
buildup_may,0003_010,ISRAEL,deterrence,0,False,False
buildup_may,0003_010,IRAN,military_action,0,False,False
buildup_may,0003_010,IRAN,deterrence,2,False,False
buildup_may,0003_010,ARAGHCHI,military_action,3,False,False
buildup_may,0003_010,ARAGHCHI,deterrence,5,False,False
buildup_may,0003_011,ARAGHCHI,military_action,8,True,True
buildup_may,0003_011,USA,military_action,5,False,True
buildup_may,0003_011,ISRAEL,military_action,0,False,True
buildup_may,0003_012,ARAGHCHI,deterrence,10,False,False
buildup_may,0003_012,ARAGHCHI,diplomacy,7,False,False
buildup_may,0003_012,EU,deterrence,7,False,False
buildup_may,0003_012,EU,diplomacy,4,False,False
buildup_may,0003_012,IRAN,deterrence,10,False,False
buildup_may,0003_012,IRAN,diplomacy,12,False,False
buildup_may,0003_013,ARAGHCHI,nuclear_program,14,True,True
buildup_may,0003_013,IRAN,nuclear_program,5,False,True
buildup_may,0003_014,IRAN,diplomacy,8,False,False
buildup_may,0003_014,USA,diplomacy,1,False,False
buildup_may,0003_014,OMAN,diplomacy,27,False,False
buildup_may,0003_015,USA,nuclear_program,2,False,True
buildup_may,0003_015,IRAN,nuclear_program,0,False,True
buildup_may,0003_017,USA,nuclear_program,4,False,False
buildup_may,0003_017,IRAN,nuclear_program,0,False,False
buildup_may,0003_020,USA,nuclear_program,3,False,False
buildup_apr,0004_001,IRAN,military_action,33,False,False
buildup_apr,0004_001,IRAN,nuclear_program,5,False,False
buildup_apr,0004_001,USA,military_action,16,False,False
buildup_apr,0004_001,USA,nuclear_program,7,False,False
buildup_apr,0004_001,ISRAEL,military_action,14,False,False
buildup_apr,0004_001,ISRAEL,nuclear_program,11,False,False
buildup_apr,0004_002,USA,military_action,2,False,False
buildup_apr,0004_002,USA,nuclear_program,17,False,False
buildup_apr,0004_002,ISRAEL,military_action,0,False,False
buildup_apr,0004_002,ISRAEL,nuclear_program,15,False,False
buildup_apr,0004_002,IRAN,military_action,0,False,False
buildup_apr,0004_002,IRAN,nuclear_program,8,False,False
buildup_apr,0004_004,USA,military_action,10,False,True
buildup_apr,0004_004,USA,nuclear_program,2,False,True
buildup_apr,0004_004,TRUMP,military_action,2,False,True
buildup_apr,0004_004,TRUMP,nuclear_program,18,False,True
buildup_apr,0004_004,IRAN,military_action,1,False,True
buildup_apr,0004_004,IRAN,nuclear_program,0,False,True
buildup_apr,0004_005,IRAN,military_action,8,True,True
buildup_apr,0004_005,TRUMP,military_action,0,True,True
buildup_apr,0004_006,KHAMENEI,nuclear_program,13,False,False
buildup_apr,0004_008,IRAN,military_action,1,False,False
buildup_apr,0004_011,TRUMP,nuclear_program,7,False,True
buildup_apr,0004_011,TRUMP,diplomacy,6,False,True
buildup_apr,0004_011,IRAN,nuclear_program,3,False,True
buildup_apr,0004_011,IRAN,diplomacy,10,False,True
buildup_apr,0004_011,UAE,nuclear_program,20,False,True
buildup_apr,0004_011,UAE,diplomacy,5,False,True
buildup_apr,0004_012,TRUMP,diplomacy,5,True,True
buildup_apr,0004_012,IRAN,diplomacy,1,False,True
buildup_apr,0004_013,USA,diplomacy,15,False,True
buildup_apr,0004_013,TRUMP,diplomacy,3,True,True
buildup_apr,0004_013,IRAN,diplomacy,1,False,True
buildup_apr,0004_014,IRAN,deterrence,25,False,True
buildup_apr,0004_014,IRAN,diplomacy,19,False,True
buildup_apr,0004_014,TRUMP,deterrence,22,False,True
buildup_apr,0004_014,TRUMP,diplomacy,16,False,True
buildup_apr,0004_014,OMAN,deterrence,19,False,True
buildup_apr,0004_014,OMAN,diplomacy,13,False,True
buildup_apr,0004_014,USA,deterrence,10,False,True
buildup_apr,0004_014,USA,diplomacy,4,False,True
buildup_apr,0004_017,TRUMP,military_action,2,False,True
buildup_apr,0004_017,TRUMP,nuclear_program,18,False,True
buildup_apr,0004_017,IRAN,military_action,1,False,True
buildup_apr,0004_017,IRAN,nuclear_program,0,False,True
buildup_apr,0004_017,USA,military_action,11,False,True
buildup_apr,0004_017,USA,nuclear_program,2,False,True
buildup_apr,0004_018,IRAN,military_action,0,False,True
buildup_apr,0004_018,IRAN,nuclear_program,2,False,True
buildup_may,0005_002,IRAN,diplomacy,0,False,False
buildup_may,0005_002,IRAN,strike_claims,12,False,False
buildup_may,0005_003,IRAN,deterrence,11,False,True
buildup_may,0005_003,IRAN,diplomacy,3,False,True
buildup_may,0005_003,IRAN,strike_claims,5,False,True
buildup_may,0005_004,IRAN,diplomacy,3,False,True
buildup_may,0005_004,USA,diplomacy,26,False,True
buildup_may,0005_011,IRAN,nuclear_program,1,False,False
buildup_may,0005_011,IRAN,diplomacy,12,False,False
buildup_may,0005_011,USA,nuclear_program,8,False,False
buildup_may,0005_011,USA,diplomacy,1,False,False
buildup_may,0005_011,OMAN,nuclear_program,20,False,False
buildup_may,0005_011,OMAN,diplomacy,1,False,False
buildup_may,0005_012,IRAN,diplomacy,6,False,False
buildup_may,0005_012,USA,diplomacy,4,False,False
buildup_may,0006_001,IRAN,diplomacy,1,False,True
buildup_may,0006_001,USA,diplomacy,4,False,True
buildup_may,0006_001,OMAN,diplomacy,1,False,True
buildup_may,0006_002,IRAN,nuclear_program,12,False,False
buildup_may,0006_002,IRAN,diplomacy,4,False,False
buildup_may,0006_002,USA,nuclear_program,7,False,False
buildup_may,0006_002,USA,diplomacy,16,False,False
buildup_may,0006_002,IAEA,nuclear_program,0,False,False
buildup_may,0006_002,IAEA,diplomacy,19,False,False
buildup_may,0006_003,IRAN,nuclear_program,1,False,True
buildup_may,0006_003,IRAN,deterrence,1,False,True
buildup_may,0006_003,IRAN,diplomacy,1,False,True
buildup_may,0006_004,IRAN,military_action,16,False,True
buildup_may,0006_004,IRAN,nuclear_program,3,False,True
buildup_may,0006_005,IAEA,nuclear_program,0,False,False
buildup_may,0006_005,IRAN,nuclear_program,2,False,False
buildup_may,0006_006,IAEA,nuclear_program,12,False,False
buildup_may,0006_007,IRAN,nuclear_program,1,False,False
buildup_may,0006_010,IRAN,diplomacy,6,False,False
buildup_may,0006_010,USA,diplomacy,2,False,False
buildup_may,0007_000,IRAN,nuclear_program,1,False,True
buildup_may,0007_000,IRAN,diplomacy,7,False,True
buildup_may,0007_000,USA,nuclear_program,6,False,True
buildup_may,0007_000,USA,diplomacy,9,False,True
buildup_may,0007_003,IRAN,deterrence,9,False,False
buildup_may,0007_003,ARAGHCHI,deterrence,5,False,False
buildup_may,0007_005,ARAGHCHI,nuclear_program,4,False,False
buildup_may,0007_007,USA,nuclear_program,19,False,True
buildup_may,0007_007,IRAN,nuclear_program,0,False,True
buildup_may,0007_008,IRAN,nuclear_program,0,False,True
buildup_may,0007_010,ARAGHCHI,nuclear_program,15,False,True
buildup_may,0007_010,IRAN,nuclear_program,6,False,True
buildup_may,0007_012,USA,nuclear_program,0,True,True
buildup_may,0007_012,USA,deterrence,12,True,True
buildup_may,0007_012,USA,diplomacy,15,True,True
buildup_may,0007_012,IRAN,nuclear_program,1,False,True
buildup_may,0007_012,IRAN,deterrence,6,False,True
buildup_may,0007_012,IRAN,diplomacy,9,False,True
buildup_may,0007_014,IRAN,nuclear_program,1,False,False
buildup_may,0007_014,IRAN,diplomacy,24,False,False
buildup_may,0007_014,USA,nuclear_program,4,False,False
buildup_may,0007_014,USA,diplomacy,1,False,False
buildup_may,0007_017,USA,diplomacy,4,False,False
buildup_may,0007_019,IRAN,nuclear_program,17,False,False
buildup_may,0007_019,USA,nuclear_program,14,False,False
buildup_may,0007_019,ISRAEL,nuclear_program,8,False,False
buildup_may,0007_019,NETANYAHU,nuclear_program,4,False,False
buildup_may,0007_023,USA,diplomacy,2,False,False
buildup_may,0007_023,IRAN,diplomacy,4,False,False
buildup_apr,0008_001,USA,military_action,2,False,False
buildup_apr,0008_001,USA,nuclear_program,7,False,False
buildup_apr,0008_001,ISRAEL,military_action,4,False,False
buildup_apr,0008_001,ISRAEL,nuclear_program,5,False,False
buildup_apr,0008_001,IRAN,military_action,9,False,False
buildup_apr,0008_001,IRAN,nuclear_program,0,False,False
buildup_apr,0008_002,USA,military_action,2,False,False
buildup_apr,0008_002,USA,nuclear_program,17,False,False
buildup_apr,0008_002,ISRAEL,military_action,0,False,False
buildup_apr,0008_002,ISRAEL,nuclear_program,15,False,False
buildup_apr,0008_002,IRAN,military_action,0,False,False
buildup_apr,0008_002,IRAN,nuclear_program,8,False,False
buildup_apr,0008_004,USA,military_action,10,False,True
buildup_apr,0008_004,USA,nuclear_program,2,False,True
buildup_apr,0008_004,TRUMP,military_action,2,False,True
buildup_apr,0008_004,TRUMP,nuclear_program,18,False,True
buildup_apr,0008_004,IRAN,military_action,1,False,True
buildup_apr,0008_004,IRAN,nuclear_program,0,False,True
buildup_apr,0008_005,IRAN,military_action,8,True,True
buildup_apr,0008_007,IRAN,military_action,1,False,False
buildup_apr,0008_007,IRAN,nuclear_program,7,False,False
buildup_apr,0008_007,USA,military_action,28,False,False
buildup_apr,0008_007,USA,nuclear_program,3,False,False
buildup_apr,0008_010,TRUMP,diplomacy,19,False,False
buildup_apr,0008_010,IRAN,diplomacy,14,False,False
buildup_apr,0008_010,UAE,diplomacy,6,False,False
buildup_apr,0008_011,USA,diplomacy,16,False,True
buildup_apr,0008_011,TRUMP,diplomacy,3,True,True
buildup_apr,0008_011,IRAN,diplomacy,1,False,True
buildup_apr,0008_013,IRAN,military_action,1,False,True
buildup_apr,0008_013,IRAN,nuclear_program,0,False,True
buildup_apr,0008_013,IRAN,diplomacy,7,False,True
buildup_apr,0008_013,TRUMP,military_action,2,False,True
buildup_apr,0008_013,TRUMP,nuclear_program,18,False,True
buildup_apr,0008_013,TRUMP,diplomacy,7,False,True
buildup_apr,0008_013,OMAN,military_action,28,False,True
buildup_apr,0008_013,OMAN,nuclear_program,44,False,True
buildup_apr,0008_013,OMAN,diplomacy,4,False,True
buildup_apr,0008_013,USA,military_action,11,False,True
buildup_apr,0008_013,USA,nuclear_program,2,False,True
buildup_apr,0008_013,USA,diplomacy,1,False,True
buildup_apr,0008_015,IRAN,military_action,0,False,True
buildup_apr,0009_003,ARAGHCHI,diplomacy,2,False,False
buildup_apr,0009_005,ARAGHCHI,diplomacy,2,False,False
buildup_apr,0009_005,OMAN,diplomacy,8,False,False
buildup_apr,0009_009,IRAN,nuclear_program,0,False,False
buildup_apr,0009_009,IRAN,diplomacy,5,False,False
buildup_apr,0009_009,USA,nuclear_program,14,False,False
buildup_apr,0009_009,USA,diplomacy,4,False,False
buildup_apr,0009_009,OMAN,nuclear_program,24,False,False
buildup_apr,0009_009,OMAN,diplomacy,1,False,False
buildup_apr,0010_001,RUSSIA,deterrence,12,False,False
buildup_apr,0010_001,USA,deterrence,1,False,False
buildup_apr,0010_001,IRAN,deterrence,1,False,False
buildup_apr,0010_002,USA,military_action,10,False,False
buildup_apr,0010_002,USA,nuclear_program,14,False,False
buildup_apr,0010_002,USA,deterrence,0,False,False
buildup_apr,0010_002,IRAN,military_action,1,False,False
buildup_apr,0010_002,IRAN,nuclear_program,0,False,False
buildup_apr,0010_002,IRAN,deterrence,2,False,False
buildup_apr,0010_004,RUSSIA,nuclear_program,9,False,False
buildup_apr,0010_004,IRAN,nuclear_program,0,False,False
buildup_apr,0010_005,USA,nuclear_program,13,False,True
buildup_apr,0010_005,USA,diplomacy,18,False,True
buildup_apr,0010_005,IRAN,nuclear_program,0,False,True
buildup_apr,0010_005,IRAN,diplomacy,5,False,True
buildup_apr,0010_006,USA,diplomacy,16,False,True
buildup_apr,0010_006,TRUMP,diplomacy,13,False,True
buildup_apr,0010_006,IRAN,diplomacy,2,False,True
buildup_apr,0010_009,TRUMP,military_action,13,True,True
buildup_apr,0010_009,TRUMP,diplomacy,8,True,True
buildup_apr,0010_009,IRAN,military_action,1,False,True
buildup_apr,0010_009,IRAN,diplomacy,2,False,True
buildup_apr,0010_010,IRAN,deterrence,13,False,True
buildup_apr,0010_010,IRAN,diplomacy,9,False,True
buildup_apr,0010_011,IRAN,nuclear_program,0,False,False
buildup_apr,0010_011,RUSSIA,nuclear_program,14,False,False
buildup_apr,0010_012,TRUMP,diplomacy,0,False,True
buildup_apr,0010_012,IRAN,diplomacy,2,False,True
buildup_apr,0010_014,USA,deterrence,8,False,False
buildup_apr,0010_016,TRUMP,deterrence,16,False,False
buildup_apr,0010_016,IRAN,deterrence,8,False,False
buildup_apr,0010_016,RUSSIA,deterrence,5,False,False
buildup_apr,0010_017,IRAN,nuclear_program,0,False,False
buildup_apr,0010_017,IRAN,deterrence,4,False,False
buildup_apr,0010_017,IRAN,diplomacy,8,False,False
buildup_apr,0010_020,IRAN,nuclear_program,11,False,False
buildup_apr,0010_020,IAEA,nuclear_program,0,False,False
buildup_apr,0010_023,RUSSIA,military_action,7,False,True
buildup_apr,0010_023,RUSSIA,nuclear_program,12,False,True
buildup_apr,0010_023,RUSSIA,deterrence,10,False,True
buildup_apr,0010_023,IRAN,military_action,5,False,True
buildup_apr,0010_023,IRAN,nuclear_program,0,False,True
buildup_apr,0010_023,IRAN,deterrence,3,False,True
buildup_apr,0010_023,USA,military_action,1,False,True
buildup_apr,0010_023,USA,nuclear_program,6,False,True
buildup_apr,0010_023,USA,deterrence,4,False,True
buildup_apr,0010_023,TRUMP,military_action,3,False,True
buildup_apr,0010_023,TRUMP,nuclear_program,8,False,True
buildup_apr,0010_023,TRUMP,deterrence,6,False,True
buildup_mar,0011_004,TRUMP,diplomacy,9,False,True
buildup_mar,0011_004,KHAMENEI,diplomacy,2,False,True
buildup_mar,0011_005,TRUMP,diplomacy,1,True,True
buildup_mar,0011_005,IRAN,diplomacy,4,False,True
buildup_mar,0011_007,TRUMP,nuclear_program,10,True,True
buildup_mar,0011_007,USA,nuclear_program,7,False,True
buildup_mar,0011_007,IRAN,nuclear_program,0,False,True
buildup_mar,0011_008,TRUMP,diplomacy,3,True,True
buildup_mar,0011_008,USA,diplomacy,9,False,True
buildup_mar,0011_008,IRAN,diplomacy,4,False,True
buildup_mar,0011_009,IRAN,nuclear_program,1,False,True
buildup_mar,0011_009,IRAN,diplomacy,1,False,True
buildup_mar,0011_009,TRUMP,nuclear_program,1,True,True
buildup_mar,0011_009,TRUMP,diplomacy,7,True,True
buildup_mar,0011_010,USA,diplomacy,6,False,True
buildup_mar,0011_010,EU,diplomacy,3,False,True
buildup_mar,0011_010,TRUMP,diplomacy,6,True,True
buildup_mar,0011_012,IRAN,nuclear_program,0,False,False
buildup_mar,0011_012,ARAGHCHI,nuclear_program,2,False,False
buildup_mar,0011_013,IRAN,nuclear_program,3,False,True
buildup_mar,0011_013,ARAGHCHI,nuclear_program,3,True,True
buildup_mar,0011_013,EU,nuclear_program,6,False,True
buildup_mar,0011_013,USA,nuclear_program,19,False,True
buildup_may,0012_001,IRAN,nuclear_program,11,False,True
buildup_may,0012_002,IRAN,military_action,5,False,True
buildup_may,0012_002,IRAN,nuclear_program,0,False,True
buildup_may,0012_007,TRUMP,nuclear_program,28,False,True
buildup_may,0012_007,TRUMP,diplomacy,13,False,True
buildup_may,0012_007,WITKOFF,nuclear_program,24,False,True
buildup_may,0012_007,WITKOFF,diplomacy,9,False,True
buildup_may,0012_007,USA,nuclear_program,18,False,True
buildup_may,0012_007,USA,diplomacy,3,False,True
buildup_may,0012_007,IRAN,nuclear_program,0,False,True
buildup_may,0012_007,IRAN,diplomacy,11,False,True
buildup_may,0012_009,IRAN,nuclear_program,3,False,True
buildup_may,0012_011,IRAN,nuclear_program,1,False,True
buildup_may,0012_011,IAEA,nuclear_program,17,False,True
buildup_may,0012_013,IRAN,nuclear_program,14,False,False
buildup_may,0012_014,IAEA,military_action,32,False,True
buildup_may,0012_014,IAEA,nuclear_program,14,False,True
buildup_may,0012_014,IRAN,military_action,5,False,True
buildup_may,0012_014,IRAN,nuclear_program,0,False,True
buildup_mar,0013_000,IRAN,nuclear_program,0,False,True
buildup_mar,0013_000,RUSSIA,nuclear_program,2,False,True
buildup_mar,0013_000,USA,nuclear_program,5,False,True
buildup_mar,0013_001,RUSSIA,diplomacy,15,False,True
buildup_mar,0013_001,IRAN,diplomacy,0,False,True
buildup_mar,0013_003,RUSSIA,nuclear_program,6,False,True
buildup_mar,0013_003,IRAN,nuclear_program,0,False,True
buildup_mar,0013_003,ISRAEL,nuclear_program,3,False,True
buildup_mar,0013_006,USA,diplomacy,6,False,False
buildup_mar,0013_006,TRUMP,diplomacy,9,False,False
buildup_mar,0013_006,IRAN,diplomacy,2,False,False
buildup_mar,0013_007,IRAN,diplomacy,20,False,False
buildup_mar,0013_007,USA,diplomacy,0,False,False
buildup_mar,0013_007,EU,diplomacy,8,False,False
buildup_mar,0013_008,IRAN,diplomacy,9,True,True
buildup_mar,0013_009,TRUMP,diplomacy,0,False,True
buildup_mar,0013_009,IRAN,diplomacy,2,False,True
buildup_mar,0013_011,USA,diplomacy,21,False,True
buildup_mar,0013_011,TRUMP,diplomacy,17,True,True
buildup_mar,0013_011,IRAN,diplomacy,1,False,True
buildup_mar,0013_012,IRAN,diplomacy,3,False,True
buildup_mar,0013_012,USA,diplomacy,1,False,True
buildup_mar,0013_013,KHAMENEI,nuclear_program,29,False,True
buildup_mar,0013_013,KHAMENEI,diplomacy,7,False,True
buildup_mar,0013_013,USA,nuclear_program,6,False,True
buildup_mar,0013_013,USA,diplomacy,2,False,True
buildup_mar,0013_013,RUSSIA,nuclear_program,14,False,True
buildup_mar,0013_013,RUSSIA,diplomacy,4,False,True
buildup_mar,0013_013,IRAN,nuclear_program,0,False,True
buildup_mar,0013_013,IRAN,diplomacy,20,False,True
buildup_may,0014_001,IRAN,diplomacy,10,False,True
buildup_may,0014_001,OMAN,diplomacy,1,False,True
buildup_may,0014_001,USA,diplomacy,1,False,True
buildup_may,0014_003,IRAN,diplomacy,1,True,True
buildup_may,0014_003,EU,diplomacy,3,False,True
buildup_may,0014_003,ISRAEL,diplomacy,17,False,True
buildup_may,0014_005,IRAN,diplomacy,3,False,True
buildup_may,0014_005,IAEA,diplomacy,4,False,True
buildup_may,0014_008,IRAN,nuclear_program,0,True,True
buildup_may,0014_008,OMAN,nuclear_program,3,False,True
buildup_may,0014_010,IRAN,nuclear_program,1,True,True
buildup_may,0014_011,IRAN,deterrence,0,True,True
buildup_may,0014_011,OMAN,deterrence,4,False,True
buildup_may,0014_013,USA,nuclear_program,5,False,False
buildup_may,0014_013,IRAN,nuclear_program,0,False,False
buildup_may,0014_015,IRAN,nuclear_program,5,True,True
buildup_may,0014_018,IRAN,strike_claims,21,True,True
buildup_may,0014_018,ISRAEL,strike_claims,16,False,True
buildup_may,0014_025,IRAN,diplomacy,10,True,True
buildup_may,0014_025,OMAN,diplomacy,1,False,True
buildup_may,0014_025,USA,diplomacy,2,False,True
buildup_may,0014_026,IRAN,nuclear_program,1,True,True
buildup_may,0014_028,IRAN,nuclear_program,1,True,True
buildup_may,0014_029,IRAN,diplomacy,6,True,True
buildup_may,0014_034,IRAN,diplomacy,20,True,True
buildup_may,0014_034,PEZESHKIAN,diplomacy,14,False,True
buildup_may,0014_034,OMAN,diplomacy,11,False,True
buildup_may,0014_043,IRAN,diplomacy,6,False,False
buildup_apr,0015_001,IRAN,diplomacy,6,False,False
buildup_apr,0015_004,IRAN,nuclear_program,0,True,True
buildup_apr,0015_004,IRAN,diplomacy,47,True,True
buildup_apr,0015_004,OMAN,nuclear_program,27,False,True
buildup_apr,0015_004,OMAN,diplomacy,17,False,True
buildup_apr,0015_004,ARAGHCHI,nuclear_program,54,False,True
buildup_apr,0015_004,ARAGHCHI,diplomacy,8,False,True
buildup_apr,0015_006,USA,nuclear_program,10,False,False
buildup_apr,0015_006,IRAN,nuclear_program,0,False,False
buildup_apr,0015_011,IRAN,nuclear_program,2,False,False
buildup_apr,0015_011,IRAN,diplomacy,0,False,False
buildup_apr,0015_013,IAEA,nuclear_program,8,False,False
buildup_apr,0015_013,IRAN,nuclear_program,0,False,False
buildup_apr,0015_013,GROSSI,nuclear_program,18,False,False
buildup_apr,0015_016,IRAN,nuclear_program,0,False,False
buildup_apr,0015_017,IAEA,nuclear_program,0,False,False
buildup_apr,0015_019,USA,diplomacy,1,False,False
buildup_apr,0015_020,IRAN,diplomacy,0,False,False
buildup_may,0016_005,IRAN,diplomacy,16,False,True
buildup_may,0016_005,TRUMP,diplomacy,0,True,True
buildup_may,0016_007,TRUMP,nuclear_program,16,True,True
buildup_may,0016_007,IRAN,nuclear_program,1,False,True
buildup_may,0016_007,USA,nuclear_program,10,False,True
buildup_may,0016_008,TRUMP,diplomacy,4,False,True
buildup_may,0016_008,IRAN,diplomacy,16,False,True
buildup_may,0016_009,TRUMP,nuclear_program,0,False,True
buildup_may,0016_009,IRAN,nuclear_program,0,False,True
buildup_may,0016_010,USA,nuclear_program,13,False,True
buildup_may,0016_010,USA,deterrence,1,False,True
buildup_may,0016_010,IRAN,nuclear_program,2,False,True
buildup_may,0016_010,IRAN,deterrence,0,False,True
buildup_mar,0017_001,IRAN,military_action,9,False,False
buildup_mar,0017_001,IRAN,deterrence,6,False,False
buildup_mar,0017_001,USA,military_action,4,False,False
buildup_mar,0017_001,USA,deterrence,3,False,False
buildup_mar,0017_001,TRUMP,military_action,3,False,False
buildup_mar,0017_001,TRUMP,deterrence,0,False,False
